address,categories,city,keys,menus.amountMax,menus.amountMin,name,postalCode,priceRangeMin,priceRangeMax,province
524 Stone Rd,"Pizza,Italian restaurants,Pizza Place,Restaurants",Rochester,us/ny/rochester/524stonerd/1855080669,26.99,13.99,Perris Pizzeria,14616,0,25,NY
524 Stone Rd,"Pizza,Italian restaurants,Pizza Place,Restaurants",Rochester,us/ny/rochester/524stonerd/1855080669,26.99,13.99,Perris Pizzeria,14616,0,25,NY
524 Stone Rd,"Pizza,Italian restaurants,Pizza Place,Restaurants",Rochester,us/ny/rochester/524stonerd/1855080669,26.99,13.99,Perris Pizzeria,14616,0,25,NY
524 Stone Rd,"Pizza,Italian restaurants,Pizza Place,Restaurants",Rochester,us/ny/rochester/524stonerd/1855080669,26.99,13.99,Perris Pizzeria,14616,0,25,NY
4613 Lebanon Pike,"Italian Restaurant,Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Hermitage,us/tn/hermitage/4613lebanonpike/-1859890662,12.99,12.99,Gondola House,37076,25,40,TN
4613 Lebanon Pike,"Italian Restaurant,Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Hermitage,us/tn/hermitage/4613lebanonpike/-1859890662,10.49,10.49,Gondola House,37076,25,40,TN
1714 Main St,"Restaurant,Pizza Place",Pittsburgh,us/pa/pittsburgh/1714mainst/-1689561644,5.99,5.99,Gino Brothers Pizzeria,15215,0,25,PA
1714 Main St,"Restaurant,Pizza Place",Pittsburgh,us/pa/pittsburgh/1714mainst/-1689561644,4.39,4.39,Gino Brothers Pizzeria,15215,0,25,PA
11401 NW 12th St,"Italian Restaurant,Pizza Place",Miami,us/fl/miami/11401nw12thst/1384284859,7.99,7.99,Rotelli,33172,25,40,FL
11401 NW 12th St,"Italian Restaurant,Pizza Place",Miami,us/fl/miami/11401nw12thst/1384284859,10.99,10.99,Rotelli,33172,25,40,FL
193 Shadeland Ave,Pizza Place,Lansdowne,us/pa/lansdowne/193shadelandave/-1951003658,18.25,10.5,Paul Reveres,19050,0,25,PA
193 Shadeland Ave,Pizza Place,Lansdowne,us/pa/lansdowne/193shadelandave/-1951003658,3.5,3.5,Paul Reveres,19050,0,25,PA
1112 S Virginia Dare Trl,"Pizza Place, Sandwich Place, and American Restaurant,Pizza Place,Restaurants",Kill Devil Hills,us/nc/killdevilhills/1112svirginiadaretrl/-677076759,3.95,3.95,Dare Devil's Pizzeria,27948,0,25,NC
128 S Cayuga St,"Pizza,Italian restaurants,Pizza Place,Restaurants",Ithaca,us/ny/ithaca/128scayugast/307044586,18.5,16.5,Pizza Aroma,14850,0,25,NY
128 S Cayuga St,"Pizza,Italian restaurants,Pizza Place,Restaurants",Ithaca,us/ny/ithaca/128scayugast/307044586,18.5,16.5,Pizza Aroma,14850,0,25,NY
128 S Cayuga St,"Pizza,Italian restaurants,Pizza Place,Restaurants",Ithaca,us/ny/ithaca/128scayugast/307044586,23.5,19.5,Pizza Aroma,14850,0,25,NY
799 Montauk Hwy,"Pizza,Pizza Place,Restaurants",Bayport,us/ny/bayport/799montaukhwy/-213999571,20.95,20.95,Satellite Pizza,11705,0,25,NY
75 Main St,"Restaurant,Pizza Place,Restaurants",Quentin,us/pa/quentin/75mainst/1807118421,18,12,Cc's Pizza,17083,0,25,PA
253 E Broad St,"Pizza Place,Restaurants",Bethlehem,us/pa/bethlehem/253ebroadst/-994829154,19.95,19.95,Pomodoro's Pizza,18018,0,25,PA
253 E Broad St,"Pizza Place,Restaurants",Bethlehem,us/pa/bethlehem/253ebroadst/-994829154,8.95,8.95,Pomodoro's Pizza,18018,0,25,PA
253 E Broad St,"Pizza Place,Restaurants",Bethlehem,us/pa/bethlehem/253ebroadst/-994829154,12.95,12.95,Pomodoro's Pizza,18018,0,25,PA
253 E Broad St,"Pizza Place,Restaurants",Bethlehem,us/pa/bethlehem/253ebroadst/-994829154,9.95,9.95,Pomodoro's Pizza,18018,0,25,PA
253 E Broad St,"Pizza Place,Restaurants",Bethlehem,us/pa/bethlehem/253ebroadst/-994829154,11.95,11.95,Pomodoro's Pizza,18018,0,25,PA
4246 Main St,Pizza Place,Downers Grove,us/il/downersgrove/4246mainst/632094434,4.93,4.93,Mrs Ts Pizza Pub,60515,0,25,IL
4246 Main St,Pizza Place,Downers Grove,us/il/downersgrove/4246mainst/632094434,4.44,4.44,Mrs Ts Pizza Pub,60515,0,25,IL
4706 William Flynn Hwy,"Bar,Pizza Place,Pizza Place and Bar",Allison Park,us/pa/allisonpark/4706williamflynnhwy/-1709649884,32.99,32.99,Caliente Pizza Hampton,15101,0,25,PA
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,15.95,15.95,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,22,22,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,3,3,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,24,24,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,24,24,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,14,14,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,24,24,Via Roma,11566,0,25,NY
1764 Merrick Ave,"Restaurant,Pizza Place,Restaurants",Merrick,us/ny/merrick/1764merrickave/450400671,2.75,2.75,Via Roma,11566,0,25,NY
911 Central Ave,"Pizza Place,Restaurants",Albany,us/ny/albany/911centralave/719628750,12.99,12.99,Westgate Pizza,12206,0,25,NY
911 Central Ave,"Pizza Place,Restaurants",Albany,us/ny/albany/911centralave/719628750,12.99,12.99,Westgate Pizza,12206,0,25,NY
911 Central Ave,"Pizza Place,Restaurants",Albany,us/ny/albany/911centralave/719628750,11.99,11.99,Westgate Pizza,12206,0,25,NY
33 Caroline St,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",Saratoga Springs,us/ny/saratogasprings/33carolinest/458463405,8.99,8.99,D'andrea Pizza,12866,0,25,NY
33 Caroline St,"Pizza,American restaurants,Karaoke,Pizza Place,Restaurants",Saratoga Springs,us/ny/saratogasprings/33carolinest/458463405,10.79,10.79,D'andrea Pizza,12866,0,25,NY
224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Bucyrus,us/oh/bucyrus/224nsanduskyave/-730797497,7.95,7.95,Baker's Pizza Sports Shack,44820,25,40,OH
224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Bucyrus,us/oh/bucyrus/224nsanduskyave/-730797497,7.95,7.95,Baker's Pizza Sports Shack,44820,25,40,OH
224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Bucyrus,us/oh/bucyrus/224nsanduskyave/-730797497,5.99,5.99,Baker's Pizza Sports Shack,44820,25,40,OH
224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Bucyrus,us/oh/bucyrus/224nsanduskyave/-730797497,7.95,7.95,Baker's Pizza Sports Shack,44820,25,40,OH
224 N Sandusky Ave,"Restaurant,Pizza Place,Restaurants",Bucyrus,us/oh/bucyrus/224nsanduskyave/-730797497,7.49,7.49,Baker's Pizza Sports Shack,44820,25,40,OH
146 S Water St,"Restaurant,Pizza Place,Restaurants",Kent,us/oh/kent/146swaterst/-321038080,16.99,16.99,Guys Pizza,44240,0,25,OH
1211 Orange Rd,"Pizza,Restaurant,Pizza-Wholesale and Manufacturers,Pizza Place,Restaurants",Ashland,us/oh/ashland/1211orangerd/227087806,9,9,Dor Lo Pizza,44805,0,25,OH
1112 Yadkinville Rd,"Pizza,Pizza Place",Mocksville,us/nc/mocksville/1112yadkinvillerd/572757474,20.99,20.99,Papa John's Pizza,27028,0,25,NC
1112 Yadkinville Rd,"Pizza,Pizza Place",Mocksville,us/nc/mocksville/1112yadkinvillerd/572757474,21,21,Papa John's Pizza,27028,0,25,NC
1112 Yadkinville Rd,"Pizza,Pizza Place",Mocksville,us/nc/mocksville/1112yadkinvillerd/572757474,12,12,Papa John's Pizza,27028,0,25,NC
1022 Boston Dr,"Pizza,Restaurant,Bar,Pizza Place,Pizza Place and Bar,Restaurants",Burlington,us/nc/burlington/1022bostondr/348880352,4.95,4.95,Brixx Wood Fired Pizza,27215,25,40,NC
93 Margaret St,"Restaurant,Pizza Place,Restaurants",Plattsburgh,us/ny/plattsburgh/93margaretst/-2068278442,15,15,Pizza Bono,12901,0,25,NY
93 Margaret St,"Restaurant,Pizza Place,Restaurants",Plattsburgh,us/ny/plattsburgh/93margaretst/-2068278442,18.75,18.75,Pizza Bono,12901,0,25,NY
19 Park Pl,"Pizza,Pizza Place,Restaurants",Avon,us/ny/avon/19parkpl/-2067993997,8,8,Pizza Land,14414,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,7.89,7.89,Franco's Pizza,14150,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,5.89,5.89,Franco's Pizza,14150,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,7.89,7.89,Franco's Pizza,14150,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,7.89,7.89,Franco's Pizza,14150,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,7.89,7.89,Franco's Pizza,14150,0,25,NY
600 Delaware St,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Tonawanda,us/ny/tonawanda/600delawarest/-1973664678,15.49,15.49,Franco's Pizza,14150,0,25,NY
1425 W Battlefield St,"Restaurant,Pizza Place,Restaurants",Springfield,us/mo/springfield/1425wbattlefieldst/-66711967,27.55,27.55,Pizza Inn,65807,0,25,MO
1425 W Battlefield St,"Restaurant,Pizza Place,Restaurants",Springfield,us/mo/springfield/1425wbattlefieldst/-66711967,27.55,27.55,Pizza Inn,65807,0,25,MO
1425 W Battlefield St,"Restaurant,Pizza Place,Restaurants",Springfield,us/mo/springfield/1425wbattlefieldst/-66711967,27.55,27.55,Pizza Inn,65807,0,25,MO
1425 W Battlefield St,"Restaurant,Pizza Place,Restaurants",Springfield,us/mo/springfield/1425wbattlefieldst/-66711967,7.65,7.65,Pizza Inn,65807,0,25,MO
100 Welsh Rd,"Restaurant,Pizza Place,Restaurants",Horsham,us/pa/horsham/100welshrd/981689291,19.75,19.75,Anthony's Coal Fired Pizza,19044,25,40,PA
3236 N Rock Rd Ste 120,"Pizza,Carry-out food,Pizza Place,Restaurants",Wichita,us/ks/wichita/3236nrockrdste120/572757474,12,12,Papa John's Pizza,67226,0,25,KS
2720 Council Tree Ave,"Pizza,Pizza Place,Restaurants",Fort Collins,us/co/fortcollins/2720counciltreeave/58743497,8.99,8.99,Pablo's Pizza,80525,0,25,CO
2720 Council Tree Ave,"Pizza,Pizza Place,Restaurants",Fort Collins,us/co/fortcollins/2720counciltreeave/58743497,3.25,3.25,Pablo's Pizza,80525,0,25,CO
2037 SW Morrison St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Portland,us/or/portland/2037swmorrisonst/-748606416,15.99,15.99,Eat Pizza,97205,0,25,OR
1935 SE Hawthorne Blvd,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Portland,us/or/portland/1935sehawthorneblvd/1286980176,19,19,Black Bird Pizza,97214,0,25,OR
2295 NW Allie Ave,"Pizza,Restaurant,Caterers,Pizza Place,Restaurants",Hillsboro,us/or/hillsboro/2295nwallieave/-841089144,5,5,The Rock Wood Fired Kitchen,97124,25,40,OR
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,28,28,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,17,17,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,23,23,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,32,32,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,19,19,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,21,21,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,17,17,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,22,22,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,28,28,Pizza Rock,89052,0,25,NV
2300 Paseo Verde Pkwy,"Restaurant,Pizza Place",Henderson,us/nv/henderson/2300paseoverdepkwy/-2067802131,23,23,Pizza Rock,89052,0,25,NV
3306 W Touhy Ave,"Restaurant,Pizza Place",Skokie,us/il/skokie/3306wtouhyave/-1812754166,11.49,11.49,Pie Five Pizza Co,60076,0,25,IL
3306 W Touhy Ave,"Restaurant,Pizza Place",Skokie,us/il/skokie/3306wtouhyave/-1812754166,3.99,3.99,Pie Five Pizza Co,60076,0,25,IL
3306 W Touhy Ave,"Restaurant,Pizza Place",Skokie,us/il/skokie/3306wtouhyave/-1812754166,11.99,11.99,Pie Five Pizza Co,60076,0,25,IL
3306 W Touhy Ave,"Restaurant,Pizza Place",Skokie,us/il/skokie/3306wtouhyave/-1812754166,11.49,11.49,Pie Five Pizza Co,60076,0,25,IL
3306 W Touhy Ave,"Restaurant,Pizza Place",Skokie,us/il/skokie/3306wtouhyave/-1812754166,10.49,10.49,Pie Five Pizza Co,60076,0,25,IL
1450 Clay Terrace Blvd.,Pizza Place,Carmel,us/in/carmel/1450clayterraceblvd./1621880508,6.25,6.25,Bella Pizzeria,46032,0,25,IN
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,14.95,14.95,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,13,13,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,16,16,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,11.5,11.5,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,18,18,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,19.5,19.5,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,17,17,Brothers Pizza,75006,0,25,TX
2002 N Interstate 35E,"Restaurant,Pizza Place",Carrollton,us/tx/carrollton/2002ninterstate35e/-1938276171,9.5,9.5,Brothers Pizza,75006,0,25,TX
2898 Westington Rd,Pizza Place,Horseheads,us/ny/horseheads/2898westingtonrd/-1323319542,16.25,16.25,Picnic Pizza,14845,0,25,NY
843 West Market St.,Pizza Place,Akron,us/oh/akron/843westmarketst./1425845217,20,20,Georgios Pizza,44303,0,25,OH
843 West Market St.,Pizza Place,Akron,us/oh/akron/843westmarketst./1425845217,11,11,Georgios Pizza,44303,0,25,OH
2820 Pacific Ave,Pizza Place,Virginia Beach,us/va/virginiabeach/2820pacificave/746005421,14.99,14.99,Chichos,23451,0,25,VA
3150 N Aurora Rd,Pizza Place,Aurora,us/il/aurora/3150naurorard/-459577414,13.49,13.49,Amatos Pizza More,60502,0,25,IL
3150 N Aurora Rd,Pizza Place,Aurora,us/il/aurora/3150naurorard/-459577414,17.29,17.29,Amatos Pizza More,60502,0,25,IL
3150 N Aurora Rd,Pizza Place,Aurora,us/il/aurora/3150naurorard/-459577414,17.29,17.29,Amatos Pizza More,60502,0,25,IL
3150 N Aurora Rd,Pizza Place,Aurora,us/il/aurora/3150naurorard/-459577414,16.89,16.89,Amatos Pizza More,60502,0,25,IL
3150 N Aurora Rd,Pizza Place,Aurora,us/il/aurora/3150naurorard/-459577414,19.99,19.99,Amatos Pizza More,60502,0,25,IL
105 W Carson St,Pizza Place,Carson,us/ca/carson/105wcarsonst/572757474,12,12,Papa Johns Pizza,90745,0,25,CA
105 W Carson St,Pizza Place,Carson,us/ca/carson/105wcarsonst/572757474,20.99,20.99,Papa Johns Pizza,90745,0,25,CA
105 W Carson St,Pizza Place,Carson,us/ca/carson/105wcarsonst/572757474,20.99,20.99,Papa Johns Pizza,90745,0,25,CA
105 W Carson St,Pizza Place,Carson,us/ca/carson/105wcarsonst/572757474,21,21,Papa Johns Pizza,90745,0,25,CA
105 W Carson St,Pizza Place,Carson,us/ca/carson/105wcarsonst/572757474,12,12,Papa Johns Pizza,90745,0,25,CA
1791 Columbia Ave W,"Pizza,Restaurant,Pizza Place and Sandwich Place,wich Place,Pizza Place,Sandwich Place,Restaurants",Battle Creek,us/mi/battlecreek/1791columbiaavew/383087624,5.05,5.05,Mancinos Pizza Grinders,49015,0,25,MI
615 S Rengstorff Ave,Pizza Place,Mountain View,us/ca/mountainview/615srengstorffave/-2022432848,6.74,6.74,Maldonados Pizzeria,94040,25,40,CA
8283 W Broward Blvd,"Italian Restaurant,Pizza Place",Fort Lauderdale,us/fl/fortlauderdale/8283wbrowardblvd/956985025,14.45,6.45,Jacaranda Pizza,33324,25,40,FL
8283 W Broward Blvd,"Italian Restaurant,Pizza Place",Fort Lauderdale,us/fl/fortlauderdale/8283wbrowardblvd/956985025,14.45,6.45,Jacaranda Pizza,33324,25,40,FL
12924 Washington Blvd,Pizza Place,Los Angeles,us/ca/losangeles/12924washingtonblvd/279463127,11.5,11.5,Pitfire Pizza,90066,25,40,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,17.71,17.71,Jerseys Pizza,92407,0,25,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,22.02,22.02,Jerseys Pizza,92407,0,25,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,22.02,22.02,Jerseys Pizza,92407,0,25,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,3,3,Jerseys Pizza,92407,0,25,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,4.91,4.91,Jerseys Pizza,92407,0,25,CA
985 Kendall Dr,Pizza Place,San Bernardino,us/ca/sanbernardino/985kendalldr/410852965,2.94,2.94,Jerseys Pizza,92407,0,25,CA
790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Eugene,us/or/eugene/790e14thave/895933286,22.95,22.95,Pegasus Pizza,97401,25,40,OR
790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Eugene,us/or/eugene/790e14thave/895933286,25.95,25.95,Pegasus Pizza,97401,25,40,OR
790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Eugene,us/or/eugene/790e14thave/895933286,18.95,18.95,Pegasus Pizza,97401,25,40,OR
790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Eugene,us/or/eugene/790e14thave/895933286,25.95,25.95,Pegasus Pizza,97401,25,40,OR
790 E 14th Ave,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Eugene,us/or/eugene/790e14thave/895933286,16.95,16.95,Pegasus Pizza,97401,25,40,OR
517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Hudson,us/ny/hudson/517warrenst/-136028699,8.95,8.95,Baba Louies Pizza,12534,25,40,NY
517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Hudson,us/ny/hudson/517warrenst/-136028699,12.95,12.95,Baba Louies Pizza,12534,25,40,NY
517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Hudson,us/ny/hudson/517warrenst/-136028699,12.95,12.95,Baba Louies Pizza,12534,25,40,NY
517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Hudson,us/ny/hudson/517warrenst/-136028699,1.5,1.5,Baba Louies Pizza,12534,25,40,NY
517 Warren St,"American Restaurant,Pizza Place and American Restaurant,Pizza Place",Hudson,us/ny/hudson/517warrenst/-136028699,1.5,1.5,Baba Louies Pizza,12534,25,40,NY
725 W 1700 S,"Pizza,Pasta,Pizza Place,Restaurants,Sandwich Shops",Syracuse,us/ut/syracuse/725w1700s/-1637897342,2.25,2.25,the pizza factory,84075,0,25,UT
131 Breckenridge Ln,"Bar,Pizza Place,Pub",Louisville,us/ky/louisville/131breckenridgeln/1808509217,20,11,Saints Bar,40207,25,40,KY
131 Breckenridge Ln,"Bar,Pizza Place,Pub",Louisville,us/ky/louisville/131breckenridgeln/1808509217,20,11,Saints Bar,40207,25,40,KY
131 Breckenridge Ln,"Bar,Pizza Place,Pub",Louisville,us/ky/louisville/131breckenridgeln/1808509217,20,11,Saints Bar,40207,25,40,KY
731 Lincoln Rd,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Miami Beach,us/fl/miamibeach/731lincolnrd/109654431,13,13,Spris,33139,25,40,FL
731 Lincoln Rd,"Pizza,Italian Restaurant,Restaurant,Italian,Pizza Place",Miami Beach,us/fl/miamibeach/731lincolnrd/109654431,13,13,Spris,33139,25,40,FL
4010 NE Fremont St,Pizza Place,Portland,us/or/portland/4010nefremontst/1112396794,15.5,15.5,Papa Murphys,97212,0,25,OR
4010 NE Fremont St,Pizza Place,Portland,us/or/portland/4010nefremontst/1112396794,15.5,15.5,Papa Murphys,97212,0,25,OR
4010 NE Fremont St,Pizza Place,Portland,us/or/portland/4010nefremontst/1112396794,16.5,16.5,Papa Murphys,97212,0,25,OR
80 Henry St,"Restaurant,Pizza Place",Brooklyn,us/ny/brooklyn/80henryst/-1659769603,18,18,Fascati Pizza,11201,0,25,NY
80 Henry St,"Restaurant,Pizza Place",Brooklyn,us/ny/brooklyn/80henryst/-1659769603,20,18,Fascati Pizza,11201,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,2.9,2.9,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,17.95,17.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,5.75,5.75,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,3,3,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,17.95,17.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,17.95,17.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,20.95,20.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,5.1,5.1,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,15.95,15.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,22.95,22.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,22.95,22.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,4.1,4.1,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,3.5,3.5,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,3,3,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,20.95,20.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,22.95,22.95,Famous Original Rays Pizza,10065,0,25,NY
811 Lexington Ave,"Pizza,Restaurant,Pizza Restaurants,Italian,Wings,Breakfast & Brunch,Pizza Place",New York,us/ny/newyork/811lexingtonave/-1830416301,3.1,3.1,Famous Original Rays Pizza,10065,0,25,NY
808 Divisadero St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",San Francisco,us/ca/sanfrancisco/808divisaderost/-1230196765,18.7,11.5,Stelladoro Pizza,94117,0,25,CA
808 Divisadero St,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",San Francisco,us/ca/sanfrancisco/808divisaderost/-1230196765,20.45,12.5,Stelladoro Pizza,94117,0,25,CA
